,Hymn Number,Hymn Title,Hymn Text
736,452, Glorious the day when Christ was born," Glorious the day when Christ was born
to wear the crown that Caesars scorn,
whose life and death that love reveal
which mortals need and need to feel.efrain:
Alleluia! Alleluia! Alleluia! Glorious the day when Christ arose,
the surest friend of all his foes;
who for the sake of those he grieves
transcends the world he never leaves. [Refrain Glorious the days of gospel grace
when Christ restores the fallen race,
when doubters kneel and waverers stand,
and faith achieves what reason planned. [Refrain] Glorious the day when Christ fulfills
what self rejects yet feebly wills;
when that strong Light puts out the sun
and all is ended, all begun. [Refrain]"
737,452,,
738,453, As Jacob with travel was weary one day," As Jacob with travel was weary one day,
at night on a stone for a pillow he lay;
he saw in a vision a ladder so high,
that its foot was on earth and its top in the sky:efrain:
Alleluia to Jesus, who died on the tree
and has raised up a ladder of mercy for me,
and has raised up a ladder of mercy for me. The ladder is long, it is strong and well-made,
has stood hundreds of years and is not yet decayed;
many millions have climbed it and reached Zion's hill,
many millions by faith now are climbing it still: [Refrain] Come, let us ascend! All may climb it who will,
for the angels of Jacob are guarding it still;
and remember, each step that by faith we pass o'er,
many prophets and martyrs have trod it before: [Refrain] And when we arrive at the haven of rest,
we shall hear the glad words, ""Come to me all the blest,
here are regions of light, here are mansions of bliss.""
Who would not want to climb such a ladder as this. [Refrain]"
739,453,,
740,454," Jesus came, adored by angels"," Jesus came, adored by angels,
came with peace from realms on high;
Jesus came for our redemption,
lowly came on earth to die:
Alleluia, alleluia!
came in deep humility. Jesus comes again in mercy,
when our hearts are bowed with care;
Jesus comes again in answer
to our earnest heartfelt prayer;
Alleluia, alleluia!
comes to save us from despair. Jesus comes to hearts rejoicing,
bringing news of sins forgiven;
Jesus comes in sounds of gladness,
leading souls redeemed to heaven;
Alleluia, alleluia!
now the gate of death is riven. Jesus comes on clouds triumphant,
when the heavens shall pass away;
Jesus comes again in glory;
let us then our homage pay:
Alleluia, alleluia!
till the dawn of endless day."
741,454,,
742,455," O Love of God, how strong and true"," O Love of God, how strong and true,
eternal and yet ever new;
uncomprehended and unbought,
beyond all knowledge and all thought. O wide-embracing, wondrous Love,
we read thee in the sky above;
we read thee in the earth below,
in seas that swell and streams that flow. We read thee best in him who came
to bear for us the cross of shame,
sent by the Father from on high,
our life to live, our death to die. We read thy power to bless and save
e'en in the darkness of the grave;
still more in resurrection light
we read the fullness of thy might."
743,455,,
744,456," O Love of God, how strong and true"," O Love of God, how strong and true,
eternal and yet ever new;
uncomprehended and unbought,
beyond all knowledge and all thought. O wide-embracing, wondrous Love,
we read thee in the sky above;
we read thee in the earth below,
in seas that swell and streams that flow. We read thee best in him who came
to bear for us the cross of shame,
sent by the Father from on high,
our life to live, our death to die. We read thy power to bless and save
e'en in the darkness of the grave;
still more in resurrection light
we read the fullness of thy might."
745,456,,
746,457," Thou art the Way, to thee alone"," Thou art the Way, to thee alone
from sin and death we flee;
and all who would the Father seek,
must seek him, Lord, by thee. Thou art the Truth, thy word alone
true wisdom can impart;
thou only canst inform the mind
and purify the heart. Thou art the Life, the rending tomb
proclaims thy conquering arm;
and those who put their trust in thee
nor death nor hell shall harm. Thou art the Way, the Truth, the Life:
grant us that way to know,
that truth to keep, that life to win,
whose joys eternal flow."
747,457,,
748,458, My song is love unknown," My song is love unknown,
my Savior’s love to me,
love to the loveless shown
that they might lovely be.
O who am I,
that for my sake
my Lord should take
frail flesh, and die? He came from his blest throne
salvation to bestow,
but men made strange, and none
the longed-for Christ would know.
But O my friend,
my friend indeed,
who at my need
his life did spend. Sometimes they strew his way,
and his strong praises sing,
resounding all the day
hosannas to their King.
Then “Crucify!”
is all their breath,
and for his death
they thirst and cry. Why, what hath my Lord done?
What makes this rage and spite?
He made the lame to run,
he gave the blind their sight.
Sweet injuries!
Yet they at these
themselves displease,
and 'gainst him rise. They rise, and needs will have
my dear Lord made away;
a murderer they save,
the Prince of Life they slay.
Yet steadfast he
to suffering goes,
that he his foes
from thence might free. In life no house, no home
my Lord on earth might have;
in death no friendly tomb
but what a stranger gave.
What may I say?
Heaven was his home;
but mine the tomb
wherein he lay. Here might I stay and sing,
no story so divine;
never was love, dear King,
never was grief like thine.
This is my friend,
in whose sweet praise
I all my days
could gladly spend."
749,458,,
750,459, And have the bright immensities,
751,460, Alleluia! sing to Jesus!," Alleluia! sing to Jesus!
his the scepter, his the throne;
Alleluia! his the triumph,
his the victory alone;
Hark! the songs of peaceful Zion
thunder like a mighty flood;
Jesus out of every nation
hath redeemed us by his blood. Alleluia! not as orphans
are we left in sorrow now;
Alleluia! he is near us,
faith believes, nor questions how:
though the cloud from sight received him,
when the forty days were o'er,
shall our hearts forget his promise,
""I am with you evermore""? Alleluia! Bread of Heaven,
thou on earth our food, our stay!
Alleluia! here the sinful
flee to thee from day to day:
Intercessor, friend of sinners,
earth's Redeemer, plead for me,
where the songs of all the sinless
sweep across the crystal sea. Alleluia! King eternal,
thee the Lord of lords we own:
Alleluia! born of Mary,
earth thy footstool, heaven thy throne:
thou within the veil hast entered,
robed in flesh, our great High Priest:
thou on earth both Priest and Victim
in the eucharistic feast. Alleluia! sing to Jesus!
his the scepter his the throne;
Alleluia! his the triumph,
his the victory alone;
Hark! the songs of holy Zion
thunder like a mighty flood;
Jesus out of every nation
hath redeemed us by his blood."
752,460,,
753,461, Alleluia! sing to Jesus!," Alleluia! sing to Jesus!
his the scepter, his the throne;
Alleluia! his the triumph,
his the victory alone;
Hark! the songs of peaceful Zion
thunder like a mighty flood;
Jesus out of every nation
hath redeemed us by his blood. Alleluia! not as orphans
are we left in sorrow now;
Alleluia! he is near us,
faith believes, nor questions how:
though the cloud from sight received him,
when the forty days were o'er,
shall our hearts forget his promise,
""I am with you evermore""? Alleluia! Bread of Heaven,
thou on earth our food, our stay!
Alleluia! here the sinful
flee to thee from day to day:
Intercessor, friend of sinners,
earth's Redeemer, plead for me,
where the songs of all the sinless
sweep across the crystal sea. Alleluia! King eternal,
thee the Lord of lords we own:
Alleluia! born of Mary,
earth thy footstool, heaven thy throne:
thou within the veil hast entered,
robed in flesh, our great High Priest:
thou on earth both Priest and Victim
in the eucharistic feast. Alleluia! sing to Jesus!
his the scepter his the throne;
Alleluia! his the triumph,
his the victory alone;
Hark! the songs of holy Zion
thunder like a mighty flood;
Jesus out of every nation
hath redeemed us by his blood."
754,461,,
755,462, The Lord will come and not be slow," The Lord will come and not be slow,
his footsteps cannot err;
before him righteousness shall go,
his royal harbinger. Truth from the earth, like to a flower,
shall bud and blossom show;
and justice, from her heavenly bower,
look down on us below. Rise, God, judge thou the earth in might,
this wicked earth redress;
for thou art he who shalt by right
the nations all possess. The nations all whom thou hast made
shall come, and all shall frame
to bow them low before thee, Lord,
and glorify thy Name. For great thou art, and wonders great
by thy strong hand are done:
thou in thy everlasting seat
remainest God alone."
