,Hymn Number,Hymn Title,Hymn Text
503,504, We Come as Guests Invited,"o view this media, please accept the license agreement:n order to use resources from the Hope Publishing Company, you must reside in the United States or Canada. Hope Publishing Company owns or administers the contents in these territories.
You may download one copy of this selection for your own personal use. To make any further copies or to perform the work you must get permission from Hope Publishing Company or belong to and report the copying activity to CCLI, LicenSing or OneLicense.net. By selecting ""I Agree"" you are verifying that you reside in the U.S. or Canada and will only legally use this selection."
504,505,"505. The Trumpets Sound, the Angels Sing (The Feast Is Ready)",
505,506,506. Look Who Gathers at Christ’s Table!,
506,507, Come to the Table of Grace,"o view this media, please accept the license agreement:n order to use resources from the Hope Publishing Company, you must reside in the United States or Canada. Hope Publishing Company owns or administers the contents in these territories.
You may download one copy of this selection for your own personal use. To make any further copies or to perform the work you must get permission from Hope Publishing Company or belong to and report the copying activity to CCLI, LicenSing or OneLicense.net. By selecting ""I Agree"" you are verifying that you reside in the U.S. or Canada and will only legally use this selection."
507,508,508. Come to the Table (식탁에 와서),
508,509,"509. All Who Hunger, Gather Gladly",
509,510,"510. We Gather Here in Jesus' Name (Come, Share the Lord)",
510,511,"511. Come, Behold! the Feast of Heaven",
511,512, The Bread and the Wine Are Here,
512,513,513. This Is the Feast of Victory,
513,514,"514. Soul, Adorn Yourself with Gladness",
514,515, I Come with Joy,"o view this media, please accept the license agreement:n order to use resources from the Hope Publishing Company, you must reside in the United States or Canada. Hope Publishing Company owns or administers the contents in these territories.
You may download one copy of this selection for your own personal use. To make any further copies or to perform the work you must get permission from Hope Publishing Company or belong to and report the copying activity to CCLI, LicenSing or OneLicense.net. By selecting ""I Agree"" you are verifying that you reside in the U.S. or Canada and will only legally use this selection."
515,516, For the Bread Which You Have Broken," For the bread which you have broken,
for the wine which you have poured,
for the words which you have spoken,
now we give you thanks, O Lord. By this promise that you love us,
by your gift of peace restored,
by your call to heaven above us,
hallow all our lives, O Lord. With the saints who now adore you
seated at the heavenly board,
may the church still waiting for you
keep love's tie unbroken, Lord. In your service, Lord, defend us;
in our hearts keep watch and ward;
in the world to which you send us
let your kingdom come, O Lord."
516,517," Here, O Our Lord, We See You"," Here, O our Lord, we see you face to face.
Here would we touch and handle things unseen,
here grasp with firmer hand eternal grace,
and all our weariness upon you lean. Here would we feed upon the bread of God,
here drink with you the royal cup of heaven;
here would we lay aside each earthly load,
and taste afresh the calm of sin forgiven. This is the hour of banquet and of song;
this is the heavenly table for us spread.
Here let us feast and, feasting, still prolong
the fellowship of living wine and bread. Too soon we rise; the symbols disappear.
The feast, though not the love, is past and gone;
the bread and wine remove, but you are here,
nearer than ever, still our shield and sun. Feast after feast thus comes and passes by,
yet, passing, points to that glad feast above,
giving sweet foretaste of the festal joy,
the Lamb's great bridal feast of bliss and love."
517,518,518. Your Only Son (Lamb of God),
518,519,519. You Are My Strength When I Am Weak (You Are My All in All),
519,520,520. Taste and See (Psalm 34),
520,521,521. In Remembrance of Me,
521,522,522. I Am the Bread of Life,
522,523,523. You Satisfy the Hungry Heart,
523,524,524. The Rice of Life,
524,525, Let Us Break Bread Together," Let us break bread together on our knees; (on our knees)
let us break bread together on our knees.efrain:
When I fall on my knees,
with my face to the rising sun,
O Lord, have mercy on me. (on me) Let us drink wine together on our knees; (on our knees)
let us drink wine together on our knees. [Refrain] Let us praise God together on our knees; (on our knees)
let us praise God together on our knees. [Refrain]"
525,526, Let Us Talents and Tongues Employ," Let us talents and tongues employ,
reaching out with a shout of joy:
bread is broken; the wine is poured;
Christ is spoken and seen and heard.efrain:
Jesus lives again; earth can breathe again;
pass the Word around: loaves abound! Christ is able to make us one;
at the table he sets the tone,
teaching people to live to bless,
love in word and in deed express. [Refrain] Jesus calls us in, sends us out
bearing fruit in a world of doubt,
gives us love to tell, bread to share:
God (Immanuel) everywhere! [Refrain]"
526,527,527. Eat This Bread,
527,528,"528. Come, Let Us Eat",
528,529,529. Draw Us in the Spirit's Tether,
529,530,"530. One Bread, One Body",
530,531,"531. Seed, Scattered and Sown",
531,532,532. Sheaves of Wheat (Una espiga),
532,533, In the Singing,"o view this media, please accept the license agreement:n order to use resources from the Hope Publishing Company, you must reside in the United States or Canada. Hope Publishing Company owns or administers the contents in these territories.
You may download one copy of this selection for your own personal use. To make any further copies or to perform the work you must get permission from Hope Publishing Company or belong to and report the copying activity to CCLI, LicenSing or OneLicense.net. By selecting ""I Agree"" you are verifying that you reside in the U.S. or Canada and will only legally use this selection."
533,534, Now the Silence,"o view this media, please accept the license agreement:n order to use resources from the Hope Publishing Company, you must reside in the United States or Canada. Hope Publishing Company owns or administers the contents in these territories.
You may download one copy of this selection for your own personal use. To make any further copies or to perform the work you must get permission from Hope Publishing Company or belong to and report the copying activity to CCLI, LicenSing or OneLicense.net. By selecting ""I Agree"" you are verifying that you reside in the U.S. or Canada and will only legally use this selection."
534,535,"535. Bless the Lord, O My Soul",
535,536,"536. Rise, O Church, like Christ arisen",
536,537, When at This Table,"o view this media, please accept the license agreement:n order to use resources from the Hope Publishing Company, you must reside in the United States or Canada. Hope Publishing Company owns or administers the contents in these territories.
You may download one copy of this selection for your own personal use. To make any further copies or to perform the work you must get permission from Hope Publishing Company or belong to and report the copying activity to CCLI, LicenSing or OneLicense.net. By selecting ""I Agree"" you are verifying that you reside in the U.S. or Canada and will only legally use this selection."
537,538,538. Hallelujah! We Sing Your Praises (Haleluya! Pelo tsa rona),
538,539,539. We Will Go Out with Joy,
539,540," Farewell,Good Friends! (Shalom chaverim!)","NGLISH:
Farewell, good friends!
Farewell, good friends!
Shalom, shalom!
Till we meet again,
till we meet again,
shalom, shalom.EBREW:
Shalom, chaverim!
Shalom, chaverot!
Shalom, shalom!
Lehitraot,
lehitraot,
shalom, shalom.לום חברים
שלום חברות
שלום שלום
להתראות
להתראות
שלום שלום"
540,541, God Be with You Till We Meet Again," God be with you till we meet again;
loving counsels guide, uphold you,
with a shepherd's care enfold you:
God be with you till we meet again. God be with you till we meet again;
unseen wings protecting hide you,
daily manna still provide you:
God be with you till we meet again. God be with you till we meet again;
when life's perils thick confound you,
put unfailing arms around you:
God be with you till we meet again. God be with you till we meet again;
keep love's banner floating o'er you;
smite death's threatening wave before you:
God be with you till we meet again."
541,542, God Be with You Till We Meet Again," God be with you till we meet again;
loving counsels guide, uphold you,
with a shepherd's care enfold you:
God be with you till we meet again. God be with you till we meet again;
unseen wings protecting hide you,
daily manna still provide you:
God be with you till we meet again. God be with you till we meet again;
when life's perils thick confound you,
put unfailing arms around you:
God be with you till we meet again. God be with you till we meet again;
keep love's banner floating o'er you;
smite death's threatening wave before you:
God be with you till we meet again."
542,543,"543. God, Be the Love to Search and Keep Me (O Christ, Surround Me)",
543,544,544. Bless the Lord,
544,545,"545. Lord, Bid Your Servant Go in Peace (Song of Simeon)",
545,546," Lord, Dismiss Us with Your Blessing"," Lord, dismiss us with your blessing;
fill our hearts with joy and peace;
let us each, your love possessing,
triumph in redeeming grace.
O refresh us, O refresh us,
traveling through this wilderness. Thanks we give and adoration
for your gospel's joyful sound;
may the fruits of your salvation
in our hearts and lives abound.
Ever faithful, ever faithful
to your truth may we be found. Savior, when your love shall call us,
from our struggling pilgrim way,
let no fear of death appall us,
glad your summons to obey.
May we ever, may we ever
reign with you in endless day."
546,547,"547. Go, My Children, with My Blessing",
547,548,548. May God Support You All Your Days (Psalm 20),
